RESPOND_ID,EXAMIN_YM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,WT3M_EXPR_LSR_CLTUR_VALUE,ONE_YEAR_WITHIN_EXPR_LSR_CLTUR_VALUE
53322218,202303,F,20대,서울특별시,300만원 미만,"박물관 관람, 영화관 관람, 음악 공연 관람, 걷기-속보-조깅 직접 하기, 요가-필라테스 직접 하기, 국내 여행, 테마파크-시설 방문, SNS -인터넷 커뮤니티 활동, 낮잠자기, 만화책 보기, 보드게임-퍼즐-바둑-장기-체스 등, 사진 촬영, 산책-걷기, 쇼핑, 영상 컨텐츠 시청, 음악-라디오 감상, 음주-유흥, 기타 취미-오락-휴식, 독서, 미용, 계모임-","박물관 관람, 영화관 관람, 음악 공연 관람, 미술 직접 활동 및 수강하기, 춤-무용 직접 활동 및 수강하기, 국내 프로스포츠 영상 시청, 해외 프로스포츠 영상 시청, e스포츠 영상 시청, 걷기-속보-조깅 직접 하기, 요가-필라테스 직접 하기, 국내 여행, 드라이브, 테마파크-시설 방문, SNS -인터넷 커뮤니티 활동, 낮잠자기, 만화책 보기, 보드게임-퍼"
53322231,202303,M,20대,서울특별시,300만원 미만,"영화관 관람, 쇼핑, 수집, 영상 컨텐츠 시청, 기타 취미-오락-휴식, 요리-베이킹, 사회봉사활동, 수다-잡담하기, 가족-친지 만남, 친구-이성친구 만남","미술관-전시관 관람, 영화관 관람, 음악 공연 관람, 해외여행, 낮잠자기, 맛집-카페 탐방, 사진 촬영, 산책-걷기, 쇼핑, 수집, 영상 컨텐츠 시청, 음악-라디오 감상, 음주-유흥, 기타 취미-오락-휴식, 독서, 요리-베이킹, 사회봉사활동, 수다-잡담하기, 가족-친지 만남, 친구-이성친구 만남, 기타 사회교류"
53322267,202303,M,40대,서울특별시,700만원 이상,"영화관 관람, 국내 프로스포츠 영상 시청, 국내 여행, 드라이브, 맛집-카페 탐방, 음악-라디오 감상, 음주-유흥","박물관 관람, 영화관 관람, 국내 프로스포츠 영상 시청, 기타 스포츠 영상-현장 관람, 국내 여행, 드라이브, 테마파크-시설 방문, 맛집-카페 탐방, 음악-라디오 감상, 음주-유흥"
53322326,202303,M,40대,서울특별시,700만원 이상,"국내 프로스포츠 영상 시청, e스포츠 영상 시청, 걷기-속보-조깅 직접 하기, 겨울레저스포츠 직접 하기, 수영 직접 하기, 국내 여행, 게임, 산책-걷기, 영상 컨텐츠 시청","국내 프로스포츠 영상 시청, e스포츠 영상 시청, 걷기-속보-조깅 직접 하기, 겨울레저스포츠 직접 하기, 수영 직접 하기, 국내 여행, 기타 관광-여행, 게임, 보드게임-퍼즐-바둑-장기-체스 등, 산책-걷기, 영상 컨텐츠 시청"
53322340,202303,F,40대,서울특별시,500이상700만원 미만,"영화관 관람, 기타 문화예술 직접 활동 및 수강하기, 골프 영상 시청, 걷기-속보-조깅 직접 하기, 겨울레저스포츠 직접 하기, 골프 직접 하기, 등산 직접 하기, 수상레저스포츠 직접 하기, 국내 여행, 해외여행, 갬블, 게임, 낮잠자기, 맛집-카페 탐방, 산책-걷기, 쇼핑, 영상 컨텐츠 시청, 음악-라디오 감상, 음주-유흥, 기타 취미-오락-휴식, 독서, ","영화관 관람, 기타 문화예술 직접 활동 및 수강하기, 국내 프로스포츠 영상 시청, 골프 영상 시청, 걷기-속보-조깅 직접 하기, 겨울레저스포츠 직접 하기, 골프 직접 하기, 등산 직접 하기, 수상레저스포츠 직접 하기, 국내 여행, 소풍-피크닉, 해외여행, 갬블, 게임, 낮잠자기, 맛집-카페 탐방, 산책-걷기, 쇼핑, 영상 컨텐츠 시청, 음악-라디오 감상, "
53322469,202303,M,40대,서울특별시,500이상700만원 미만,"영화관 관람, 국내 여행, 기타 자기계발-자기관리","영화관 관람, 국내 여행, 독서, 기타 자기계발-자기관리"
53322749,202303,F,20대,서울특별시,무응답,"연극-뮤지컬 관람, 영화관 관람, 국내 여행, SNS -인터넷 커뮤니티 활동, 낮잠자기, 만화책 보기, 맛집-카페 탐방, 사진 촬영, 산책-걷기, 쇼핑, 독서, 미용","연극-뮤지컬 관람, 영화관 관람, 기타 문화예술 직접 활동 및 수강하기, 국내 여행, SNS -인터넷 커뮤니티 활동, 낮잠자기, 만화책 보기, 맛집-카페 탐방, 사진 촬영, 산책-걷기, 쇼핑, 독서, 미용"
53322828,202303,M,20대,서울특별시,무응답,음악-라디오 감상,"무용 공연 관람, 문학 행사 관람, 미술관-전시관 관람, 박물관 관람, 연극-뮤지컬 관람, 영화관 관람, 음악 공연 관람, 기타 문화예술관람, 문학 직접 활동 및 수강하기, 미술 직접 활동 및 수강하기, 사진 직접 활동 및 수강하기, 음악 직접 활동 및 수강하기, 전통예술 직접 활동 및 수강하기, 기타 문화예술 직접 활동 및 수강하기, 게임, 낮잠자기, 맛"
53322903,202303,F,60대,서울특별시,300이상500만원 미만,"영화관 관람, 미술 직접 활동 및 수강하기","영화관 관람, 미술 직접 활동 및 수강하기, 기타 문화예술 직접 활동 및 수강하기, 기타 관광-여행"
53323241,202303,F,30대,서울특별시,300만원 미만,"국내 여행, 산책-걷기","기타 문화예술 직접 활동 및 수강하기, 국내 여행, 산책-걷기"
